,close,high,low,open,timestamp,volume,date
939,61346.3,61356.57,61346.3,61356.57,1635724800,13.67464861,2021-11-01 00:00:00
940,61322.99,61322.99,61315.79,61315.79,1635724860,0.05245020,2021-11-01 00:01:00
941,61364.51,61364.51,61253.8,61334.71,1635724920,5.41792386,2021-11-01 00:02:00
942,61288.03,61413.73,61288.03,61413.73,1635724980,0.79947091,2021-11-01 00:03:00
943,61270.4,61270.4,61181.31,61255.25,1635725040,1.15713289,2021-11-01 00:04:00
944,61316.72,61316.72,61316.72,61316.72,1635725100,0.00200000,2021-11-01 00:05:00
945,61399.34,61399.34,61368,61384.96,1635725160,2.95934093,2021-11-01 00:06:00
946,61415.9,61431.62,61414,61414,1635725220,0.46691972,2021-11-01 00:07:00
947,61415.9,61415.9,61415.9,61415.9,1635725280,0.00000000,2021-11-01 00:08:00
948,61444.77,61444.77,61416.25,61416.25,1635725340,0.14580000,2021-11-01 00:09:00
949,61480.18,61502.86,61473.06,61484,1635725400,0.15093981,2021-11-01 00:10:00
950,61418.29,61418.29,61418.29,61418.29,1635725460,0.01600000,2021-11-01 00:11:00
951,61487.79,61506.62,61484.65,61484.65,1635725520,1.28495779,2021-11-01 00:12:00
952,61513.1,61513.1,61496.97,61496.97,1635725580,0.46944692,2021-11-01 00:13:00
953,61573.53,61576.06,61529.23,61529.23,1635725640,0.92394691,2021-11-01 00:14:00
954,61560.47,61591.81,61551.09,61565.47,1635725700,0.95707373,2021-11-01 00:15:00
955,61623.14,61623.14,61537.27,61537.27,1635725760,0.71860726,2021-11-01 00:16:00
956,61606.2,61623.14,61606.2,61623.14,1635725820,0.33376942,2021-11-01 00:17:00
957,61623.14,61623.14,61591.83,61600,1635725880,2.47141485,2021-11-01 00:18:00
958,61700,61700,61612.86,61612.86,1635725940,6.68847504,2021-11-01 00:19:00
959,61596.96,61700.04,61579.5,61699.38,1635726000,5.78177956,2021-11-01 00:20:00
960,61626.44,61628.82,61613.51,61613.51,1635726060,0.14038671,2021-11-01 00:21:00
961,61548.65,61633.21,61540.51,61633.21,1635726120,1.49087161,2021-11-01 00:22:00
962,61561.7,61561.7,61559.85,61559.85,1635726180,1.58822704,2021-11-01 00:23:00
963,61522.18,61576.09,61522.18,61576.09,1635726240,1.29143209,2021-11-01 00:24:00
964,61611.18,61611.18,61555.31,61555.31,1635726300,0.23860874,2021-11-01 00:25:00
965,61590.32,61618.96,61590.32,61618.96,1635726360,0.30435907,2021-11-01 00:26:00
966,61597.91,61612.68,61597.91,61612.68,1635726420,0.22723585,2021-11-01 00:27:00
967,61598.12,61598.12,61598.12,61598.12,1635726480,0.05420812,2021-11-01 00:28:00
968,61578.09,61578.09,61569.29,61569.29,1635726540,0.08691851,2021-11-01 00:29:00
969,61609.34,61645.27,61609.34,61635.58,1635726600,3.08469040,2021-11-01 00:30:00
970,61609.34,61609.34,61609.34,61609.34,1635726660,0.00000000,2021-11-01 00:31:00
971,61547.31,61571.09,61547.31,61571.09,1635726720,0.11049000,2021-11-01 00:32:00
972,61547.19,61547.19,61547.19,61547.19,1635726780,0.04800000,2021-11-01 00:33:00
973,61505.18,61505.18,61478.42,61478.42,1635726840,0.08476596,2021-11-01 00:34:00
974,61516.63,61516.63,61510.68,61510.68,1635726900,0.08379546,2021-11-01 00:35:00
975,61525.83,61525.83,61525.83,61525.83,1635726960,0.00149790,2021-11-01 00:36:00
976,61495.35,61499.05,61495.35,61499.05,1635727020,0.10787058,2021-11-01 00:37:00
977,61519.38,61535.52,61519.38,61532.21,1635727080,2.61684978,2021-11-01 00:38:00
978,61556.43,61561.99,61542.58,61561.99,1635727140,0.01537299,2021-11-01 00:39:00
979,61488.03,61546.57,61488.03,61546.57,1635727200,0.52953121,2021-11-01 00:40:00
980,61486.88,61486.88,61441.47,61475,1635727260,0.37982814,2021-11-01 00:41:00
981,61479.96,61482.09,61479.96,61482.09,1635727320,0.14637537,2021-11-01 00:42:00
982,61461.7,61467.15,61461.7,61467.15,1635727380,0.12202039,2021-11-01 00:43:00
983,61424.56,61432.87,61424.56,61432.87,1635727440,0.00121796,2021-11-01 00:44:00
984,61424.56,61424.56,61424.56,61424.56,1635727500,0.00000000,2021-11-01 00:45:00
985,61424.56,61424.56,61424.56,61424.56,1635727560,0.00000000,2021-11-01 00:46:00
986,61424.56,61424.56,61424.56,61424.56,1635727620,0.00000000,2021-11-01 00:47:00
987,61449.59,61449.59,61446.18,61446.18,1635727680,0.00596229,2021-11-01 00:48:00
988,61475.79,61486.12,61459.85,61469.2,1635727740,26.35318275,2021-11-01 00:49:00
989,61492.3,61501.23,61465.22,61469.29,1635727800,0.33418679,2021-11-01 00:50:00
990,61523.71,61523.71,61523.71,61523.71,1635727860,0.00700000,2021-11-01 00:51:00
991,61534.75,61540.86,61533.06,61540.86,1635727920,0.06520523,2021-11-01 00:52:00
992,61499.93,61507.89,61498.11,61507.89,1635727980,0.41230643,2021-11-01 00:53:00
993,61541.8,61541.8,61529.01,61529.01,1635728040,0.32491433,2021-11-01 00:54:00
994,61558.94,61575.64,61539.05,61539.05,1635728100,0.56364494,2021-11-01 00:55:00
995,61571.69,61572.12,61549.35,61566.49,1635728160,0.91779753,2021-11-01 00:56:00
996,61515.62,61563.17,61515.62,61563.17,1635728220,0.24570707,2021-11-01 00:57:00
997,61552.41,61553.99,61516.88,61521.11,1635728280,0.10769598,2021-11-01 00:58:00
998,61607.17,61608.58,61552.41,61552.41,1635728340,0.66322632,2021-11-01 00:59:00
999,61654.97,61677.32,61643.01,61643.01,1635728400,0.62140992,2021-11-01 01:00:00
1940,61675,61694,61675,61686.66,1635728460,0.56150000,2021-11-01 01:01:00
1941,61650.69,61680.51,61650.69,61680.51,1635728520,0.77026124,2021-11-01 01:02:00
1942,61675,61675,61588.52,61645.53,1635728580,1.42013091,2021-11-01 01:03:00
1943,61675,61705.77,61675,61679.3,1635728640,2.94903762,2021-11-01 01:04:00
1944,61675,61712,61675,61682.83,1635728700,3.47255000,2021-11-01 01:05:00
1945,61709.18,61709.18,61646.59,61667.87,1635728760,2.36462859,2021-11-01 01:06:00
1946,61712.57,61713.91,61712.57,61713.91,1635728820,0.25080000,2021-11-01 01:07:00
1947,61758.11,61758.11,61723.18,61741.47,1635728880,3.82068868,2021-11-01 01:08:00
1948,61712.46,61712.46,61712.46,61712.46,1635728940,0.00040266,2021-11-01 01:09:00
1949,61721.42,61721.42,61721.42,61721.42,1635729000,0.04050000,2021-11-01 01:10:00
1950,61761.78,61761.78,61761.78,61761.78,1635729060,0.05000000,2021-11-01 01:11:00
1951,61755.11,61755.11,61735.82,61735.82,1635729120,0.00388681,2021-11-01 01:12:00
1952,61751.94,61764,61751.22,61761.8,1635729180,0.07092795,2021-11-01 01:13:00
1953,61760.39,61760.39,61730.73,61743.92,1635729240,0.26882957,2021-11-01 01:14:00
1954,61752.69,61771.12,61752.69,61769,1635729300,2.74588636,2021-11-01 01:15:00
1955,61741.55,61755.51,61724.67,61755.51,1635729360,0.77620486,2021-11-01 01:16:00
1956,61704.36,61714.34,61690.96,61714.34,1635729420,0.35809043,2021-11-01 01:17:00
1957,61709.4,61709.4,61709.4,61709.4,1635729480,0.00696295,2021-11-01 01:18:00
1958,61718.25,61718.25,61657.33,61686.49,1635729540,0.31549271,2021-11-01 01:19:00
1959,61702.69,61714.04,61702.69,61714.04,1635729600,0.02513858,2021-11-01 01:20:00
1960,61697.96,61703.43,61692.49,61703.43,1635729660,0.16867093,2021-11-01 01:21:00
1961,61714.1,61714.1,61714.1,61714.1,1635729720,0.01000000,2021-11-01 01:22:00
1962,61678.78,61678.78,61678.78,61678.78,1635729780,0.00065229,2021-11-01 01:23:00
1963,61725.53,61725.53,61695.36,61695.36,1635729840,1.64325348,2021-11-01 01:24:00
1964,61697.28,61697.28,61697.28,61697.28,1635729900,0.00052390,2021-11-01 01:25:00
1965,61697.28,61698.88,61697.28,61698.87,1635729960,0.01988869,2021-11-01 01:26:00
1966,61712.42,61712.42,61712.42,61712.42,1635730020,0.04030890,2021-11-01 01:27:00
1967,61672.24,61677.38,61672.24,61677.38,1635730080,0.02150000,2021-11-01 01:28:00
1968,61672.24,61672.24,61672.24,61672.24,1635730140,0.00000000,2021-11-01 01:29:00
1969,61670.42,61680.51,61670.08,61680.51,1635730200,0.02464961,2021-11-01 01:30:00
1970,61671.08,61671.08,61671.08,61671.08,1635730260,0.00202590,2021-11-01 01:31:00
1971,61580.64,61634.63,61580.64,61632.22,1635730320,1.18282346,2021-11-01 01:32:00
1972,61593.9,61599.12,61576.59,61591.21,1635730380,1.17472839,2021-11-01 01:33:00
1973,61545.39,61593.9,61519.55,61593.9,1635730440,1.66580662,2021-11-01 01:34:00
1974,61526.5,61527.02,61526.5,61527.02,1635730500,0.01497110,2021-11-01 01:35:00
1975,61512.21,61540.35,61512.21,61538.15,1635730560,0.15231847,2021-11-01 01:36:00
1976,61492.57,61527.59,61487.64,61527.59,1635730620,0.16053115,2021-11-01 01:37:00
1977,61548.75,61548.75,61506.77,61506.77,1635730680,0.00384973,2021-11-01 01:38:00
1978,61503.49,61542.47,61503.49,61542.47,1635730740,1.83629431,2021-11-01 01:39:00
1979,61503.49,61503.49,61503.49,61503.49,1635730800,0.00000000,2021-11-01 01:40:00
1980,61502.38,61502.38,61502.38,61502.38,1635730860,0.00500000,2021-11-01 01:41:00
1981,61464.96,61500.02,61462.8,61500.02,1635730920,0.96211914,2021-11-01 01:42:00
1982,61401.83,61459.53,61401.83,61459.53,1635730980,0.35328975,2021-11-01 01:43:00
1983,61428.34,61444.2,61390.76,61391.36,1635731040,1.28870609,2021-11-01 01:44:00
1984,61433.53,61453.2,61402.32,61402.32,1635731100,0.38900085,2021-11-01 01:45:00
1985,61433.53,61433.53,61433.53,61433.53,1635731160,0.00000000,2021-11-01 01:46:00
1986,61395.2,61433.53,61395.2,61433.53,1635731220,0.51610179,2021-11-01 01:47:00
1987,61395.01,61396.45,61395.01,61396.45,1635731280,0.10461959,2021-11-01 01:48:00
1988,61427.31,61427.31,61427.31,61427.31,1635731340,0.29488840,2021-11-01 01:49:00
1989,61458.34,61480.36,61441.06,61441.06,1635731400,0.12052350,2021-11-01 01:50:00
1990,61443.36,61446.29,61443.36,61446.29,1635731460,0.16852238,2021-11-01 01:51:00
1991,61411.15,61422.18,61411.15,61422.18,1635731520,0.02384650,2021-11-01 01:52:00
1992,61411.53,61411.53,61411.53,61411.53,1635731580,0.01008932,2021-11-01 01:53:00
1993,61462.11,61462.11,61446.76,61446.76,1635731640,0.07600000,2021-11-01 01:54:00
1994,61454.39,61454.39,61423.93,61443.35,1635731700,0.60294621,2021-11-01 01:55:00
1995,61429.43,61431.7,61429.43,61431.7,1635731760,0.24799768,2021-11-01 01:56:00
1996,61409.89,61433.29,61409.89,61433.29,1635731820,0.00923300,2021-11-01 01:57:00
1997,61320.45,61388.88,61300,61388.88,1635731880,2.26067706,2021-11-01 01:58:00
1998,61341.34,61341.34,61320.65,61320.65,1635731940,1.07171900,2021-11-01 01:59:00
